Company,Location HQ,# Laid Off,Date,%,Industry,Source,Stage,$ Raised (mm),Country,Date Added,Ticker
Intel,Sacramento,22000.0,2025-04-23,20%,Hardware,https://www.bloomberg.com/news/articles/2025-04-23/intel-to-announce-plans-this-week-to-cut-more-than-20-of-staff?srnd=homepage-americas,Post-IPO,$12,United States,4/23/2025,INTC
AppLovin,SF Bay Area,97.0,2025-04-16,,Marketing,https://www.pocketgamer.biz/applovin-lays-off-97-staff/,Post-IPO,$1600,United States,4/18/2025,APP
Sonder,SF Bay Area,,2025-04-14,,Travel,https://skift.com/2025/04/14/sonder-announces-50-million-in-layoffs-and-spending-cuts-ahead-of-marriott-integration/,Post-IPO,$839,United States,4/16/2025,SOND
Google,SF Bay Area,,2025-04-11,,Consumer,https://www.reuters.com/technology/google-lays-off-hundreds-employees-android-pixel-group-information-reports-2025-04-11/,Post-IPO,$26,United States,4/16/2025,GOOG
Marin Software,SF Bay Area,,2025-04-10,100%,Marketing,https://searchengineland.com/marin-software-shutting-down-454228,Post-IPO,$99,United States,4/16/2025,MRIN
Five9,SF Bay Area,123.0,2025-04-03,4%,Support,https://www.marketwatch.com/story/five9-to-cut-4-of-workforce-cd4da325,Post-IPO,$862,United States,4/16/2025,FIVN
2U,Washington D.C.,,2025-03-31,,Education,https://www.classcentral.com/report/2u-layoffs-march-2025/,Post-IPO,$426,United States,4/1/2025,2U2.BE
Palantir,Denver,120.0,2025-03-27,,Data,https://finance.yahoo.com/news/palantir-just-cut-over-60-192816370.html,Post-IPO,$3000,United States,4/1/2025,PLTR
Block,SF Bay Area,931.0,2025-03-25,8%,Finance,https://techcrunch.com/2025/03/25/read-the-email-jack-dorsey-sent-when-he-cut-931-of-blocks-staff/,Post-IPO,$150,United States,3/25/2025,BLK=F
Acxiom,Little Rock,130.0,2025-03-19,3%,Marketing,https://adage.com/article/agency-news/acxiom-lays-35-staff-more-130-employees/2606146,Post-IPO,,United States,3/21/2025,None
HelloFresh,SF Bay Area,273.0,2025-03-17,,Food,https://www.grocerydive.com/news/hellofresh-close-texas-distribution-centers-cut-nearly-300-jobs/742616/,Post-IPO,$367,United States,3/17/2025,HFG.DE
Arrival,"London,Non-U.S.",,2025-03-10,100%,Transportation,https://sifted.eu/articles/arrival-sales-collapse-news,Post-IPO,$629,United Kingdom,3/12/2025,ARVLF
Wayfair ,Boston,340.0,2025-03-07,,Retail,https://finance.yahoo.com/news/retailer-wayfair-restructures-technology-team-135556649.html,Post-IPO,$1700,Germany,3/7/2025,W
Hewlett Packard Enterprise,SF Bay Area,2500.0,2025-03-06,5%,Hardware,https://www.cnbc.com/2025/03/06/hewlett-packard-enterprise-hpe-q1-earnings-report-2025.html,Post-IPO,$1400,United States,3/7/2025,HPE
LiveRamp,SF Bay Area,65.0,2025-03-05,5%,Marketing,https://www.benzinga.com/news/guidance/25/03/44189581/saas-company-liveramp-lays-off-5-of-full-time-workforce-amid-strategic-restructuring,Post-IPO,$16,United States,3/7/2025,RAMP
Ola Electric,"Bengaluru,Non-U.S.",1000.0,2025-03-03,,Transportation,https://inc42.com/buzz/ola-electric-to-cut-over-1k-jobs-amid-rising-losses-report/,Post-IPO,$1700,India,3/4/2025,OLAELEC.BO
HP,SF Bay Area,2000.0,2025-02-28,,Hardware,https://www.sfchronicle.com/tech/article/hp-job-cuts-tariff-concerns-20193141.php,Post-IPO,,United States,2/28/2025,HP
Autodesk,SF Bay Area,1350.0,2025-02-27,9%,Other,https://www.cnbc.com/2025/02/27/autodesk-says-it-will-cut-1350-employees.html,Post-IPO,,United States,2/27/2025,ADSK
Digimarc,Portland,90.0,2025-02-27,40%,Other,https://www.oregonlive.com/silicon-forest/2025/02/digimarc-shares-plunge-as-oregon-company-lays-off-40-of-its-staff.html,Post-IPO,$105,United States,3/4/2025,DMRC
Google,SF Bay Area,,2025-02-27,,Consumer,https://www.cnbc.com/2025/02/27/google-makes-cuts-to-hr-and-cloud-units.html,Post-IPO,$26,United States,2/27/2025,GOOG
eBay,"Tel Aviv,Non-U.S.",20.0,2025-02-26,,Retail,https://www.calcalistech.com/ctechnews/article/bjgsl8n9yl,Post-IPO,$1200,Israel,2/27/2025,EBAY
Dayforce,"Toronto,Non-U.S.",,2025-02-26,5%,HR,https://www.marketwatch.com/story/dayforce-to-cut-about-5-of-workforce-in-efficiency-drive-2eabda38?mod=investing,Post-IPO,$40,United States,2/27/2025,DAY
Expedia,Seattle,,2025-02-26,,Travel,https://www.geekwire.com/2025/expedia-confirms-layoffs-at-seattle-travel-giant/,Post-IPO,$3300,United States,2/27/2025,EXPE
Ibotta,Denver,70.0,2025-02-22,8%,Retail,https://coloradosun.com/2025/02/22/fired-federal-workers-eligible-colorado-unemployment-benefits/#h-other-working-bits,Post-IPO,$93,United States,2/24/2025,IBTA
NetEase,"Tokyo,Non-U.S.",,2025-02-22,,Consumer,https://www.techinasia.com/news/netease-cuts-jobs-projects-as-growth-remains-slow,Post-IPO,,Japan,2/23/2025,NTES
Riskified,New York City,,2025-02-19,,Retail,https://www.calcalistech.com/ctechnews/article/h1hkriq91l,Post-IPO,$229,United States,2/21/2025,RSKD
Redfin,Seattle,450.0,2025-02-12,,Real Estate,https://www.realestatenews.com/2025/02/12/redfin-to-cut-450-roles-following-zillow-rentals-deal,Post-IPO,$320,United States,2/17/2025,RDFN
Unity,SF Bay Area,,2025-02-11,,Other,https://www.theverge.com/news/610165/unity-layoffs-2025-runtime-fee,Post-IPO,$1300,United States,2/12/2025,U
Meta,SF Bay Area,3600.0,2025-02-10,5%,Consumer,https://finance.yahoo.com/news/mark-zuckerberg-warned-employees-prepare-174916671.html,Post-IPO,$26000,United States,1/16/2025,META
Wise,Tampa Bay,300.0,2025-02-10,,Finance,https://www.tampabay.com/news/business/2025/02/10/wise-close-tampa-offices-cutting-more-than-300-jobs/,Post-IPO,$300,United States,2/25/2025,WISE
Sprinklr,New York City,500.0,2025-02-06,15%,Support,https://techcrunch.com/2025/02/06/sprinklr-cuts-500-employees-citing-underwhelming-business-performance/,Post-IPO,$429,United States,2/8/2025,CXM
Workday,SF Bay Area,1750.0,2025-02-05,8%,HR,https://www.cnbc.com/2025/02/05/workday-to-cut-1750-jobs-in-ai-push.html,Post-IPO,$230,United States,2/5/2025,WDAY
Outbrain,New York City,200.0,2025-02-05,,Marketing,https://www.calcalistech.com/ctechnews/article/rkxxve11yyl,Post-IPO,$394,United States,2/5/2025,OB
Sonos,Santa Barbara,200.0,2025-02-05,12%,Consumer,https://www.theverge.com/news/607022/sonos-february-layoffs-app-problems,Post-IPO,$455,United States,2/5/2025,SONO
Okta,SF Bay Area,180.0,2025-02-04,3%,Security,https://techcrunch.com/2025/02/04/okta-lays-off-180-employees-nearly-one-year-after-last-workforce-reduction/,Post-IPO,$1200,United States,2/4/2025,OKTA
Asana,SF Bay Area,100.0,2025-02-04,,Other,Internal memo,Post-IPO,$453,United States,2/5/2025,ASAN
TripAdvisor,Boston,75.0,2025-02-04,,Travel,https://skift.com/2025/02/04/tripadvisor-fires-more-than-150-employees-and-contractors-scoop/,Post-IPO,$3,United States,2/5/2025,TRIP
Intel,Sacramento,58.0,2025-02-04,,Hardware,https://folsomtimes.com/intel-announces-another-58-layoffs-for-folsom-campus/,Post-IPO,$12,United States,2/21/2025,INTC
Salesforce,SF Bay Area,1000.0,2025-02-03,1%,Sales,https://finance.yahoo.com/news/salesforce-cut-1-000-roles-002028643.html,Post-IPO,$65,United States,2/3/2025,CRM
Amazon,Seattle,,2025-01-29,,Retail,https://www.bloomberg.com/news/articles/2025-01-29/amazon-cuts-dozens-of-corporate-jobs-in-latest-round-of-layoffs,Post-IPO,$8100,United States,2/2/2025,AMZN
AppLovin,SF Bay Area,89.0,2025-01-15,,Marketing,https://www.pocketgamer.biz/applovin-lays-off-97-staff/,Post-IPO,$1600,United States,4/18/2025,APP
Microsoft,Seattle,,2025-01-14,,Other,https://www.businessinsider.com/microsoft-layoffs-hit-security-devices-sales-gaming-2025-1,Post-IPO,$1,United States,1/14/2025,MSFT
Boozt,"Malmo,Non-U.S.",,2025-01-13,10%,Retail,https://www.breakit.se/artikel/42184/boozt-sager-upp-var-tionde-pekar-pa-ai,Post-IPO,$56,Sweden,2/2/2025,BOK.F
Wayfair,"Berlin,Non-U.S.",730.0,2025-01-10,3%,Retail,https://www.cnbc.com/2025/01/10/wayfair-to-exit-germany-cut-730-jobs-in-latest-layoffs.html,Post-IPO,$1700,Germany,1/11/2025,W
Zillow,Seattle,,2025-01-10,,Real Estate,https://www.geekwire.com/2025/zillow-makes-job-cuts-after-reorganizing-agent-software-and-advertising-teams/,Post-IPO,$97,United States,1/14/2025,Z
Redfin,Seattle,46.0,2025-01-09,,Real Estate,https://www.geekwire.com/2025/redfin-lays-off-46-employees-in-latest-cuts-at-seattle-real-estate-company/,Post-IPO,$320,United States,1/14/2025,RDFN
Microsoft,Seattle,,2025-01-07,,Other,https://www.businessinsider.com/microsoft-plans-job-cuts-performance-management-2025-1,Post-IPO,$1,United States,1/11/2025,MSFT
SolarEdge,"Tel Aviv,Non-U.S.",400.0,2025-01-06,,Energy,https://www.reuters.com/business/energy/solaredge-technologies-lay-off-400-employees-globally-2025-01-06/,Post-IPO,$155,Israel,1/7/2025,SEDG
Lilium,"Munich,Non-U.S.",1000.0,2024-12-23,100%,Aerospace,https://techcrunch.com/2024/12/23/electric-aircraft-startup-lilium-ceases-operations-1000-workers-laid-off/,Post-IPO,$1400,Germany,12/27/2024,LILMF
Cint,"Stockholm,Non-U.S.",,2024-12-12,12%,Data,https://investors.cint.com/en/press/cint-reducing-its-cost-base-increase-efficiency-and-sets-date-strategy-update-2287372,Post-IPO,$17,Sweden,2/8/2025,CINT
Canoo,Los Angeles,20.0,2024-12-11,,Transportation,https://eletric-vehicles.com/canoo/canoo-initiates-layoffs-as-bankruptcy-looms/,Post-IPO,$300,United States,12/12/2024,GOEV
Booking Holdings,Norwalk,60.0,2024-12-04,,Travel,https://skift.com/2024/12/04/booking-holdings-laid-off-60-employees-at-b2b-arm-as-it-resets-priorities/,Post-IPO,$2800,United States,12/7/2024,BKNG
2U,Washington D.C.,,2024-12-04,,Education,https://www.classcentral.com/report/2u-axes-trilogy-bootcamps-layoffs/,Post-IPO,$426,United States,12/7/2024,2U2.BE
Lightspeed Commerce,"Montreal,Non-U.S.",200.0,2024-12-02,,Retail,https://www.marketwatch.com/story/lightspeed-commerce-to-cut-200-jobs-17842379,Post-IPO,$1200,Canada,12/2/2024,LSPD.TO
SolarEdge,"Tel Aviv,Non-U.S.",500.0,2024-11-27,12%,Energy,https://www.reuters.com/business/energy/inverter-maker-solaredge-reduce-12-its-workforce-2024-11-27/,Post-IPO,$155,Israel,1/7/2025,SEDG
Sprout Social,Chicago,,2024-11-25,,Marketing,https://docs.google.com/spreadsheets/d/18Grpra9ciB9dWzWJ2W0ao8WjCrm_t5foqFt6Ebb6aUo/edit?gid=1610497511#gid=1610497511,Post-IPO,$111,United States,12/13/2024,SPT
Ola Electric,"Bengaluru,Non-U.S.",500.0,2024-11-22,,Transportation,https://www.techinasia.com/news/indias-ola-electric-cuts-500-employees-boost-profits,Post-IPO,$1700,India,11/24/2024,OLAELEC.BO
AMD,SF Bay Area,1000.0,2024-11-13,4%,Hardware,https://www.techopedia.com/news/amd-layoffs-amid-mixed-earnings-and-intel-merger-speculation,Post-IPO,,United States,11/13/2024,AMD
AppLovin,SF Bay Area,120.0,2024-11-13,,Marketing,https://www.sfgate.com/tech/article/applovin-layoffs-stock-market-run-19920195.php,Post-IPO,$1600,United States,11/16/2024,APP
Chegg,SF Bay Area,319.0,2024-11-12,21%,Education,https://www.wsj.com/livecoverage/stock-market-today-dow-sp500-nasdaq-live-11-12-2024/card/online-education-company-chegg-to-lay-off-staff-as-ai-tools-weigh-on-revenue-targets-qYYbTOKMAe8OblSEyLUD,Post-IPO,$227,United States,11/13/2024,CHGG
Enphase Energy,SF Bay Area,500.0,2024-11-11,17%,Energy,https://www.sfgate.com/tech/article/enphase-energy-layoffs-workers-solar-19907535.php,Post-IPO,$116,United States,11/11/2024,ENPH
23andMe,SF Bay Area,200.0,2024-11-11,40%,Healthcare,https://www.wsj.com/tech/biotech/23andme-to-cut-workforce-by-40-discontinues-therapeutics-pipeline-8c818729,Post-IPO,$1100,United States,11/11/2024,MEHCQ
BigCommerce,Austin,,2024-11-08,,Retail,https://www.bizjournals.com/austin/news/2024/11/08/layoffs-bigcommerce-restructure-austin-tech.html,Post-IPO,$224,United States,11/8/2024,BIGC
Freshworks,SF Bay Area,660.0,2024-11-07,13%,Support,https://entrackr.com/news/freshworks-announces-13-layoffs-400-mn-stock-buyback-and-q3-results-7561767,Post-IPO,$484,United States,11/7/2024,FRSH
Opendoor,SF Bay Area,300.0,2024-11-07,17%,Real Estate,https://investor.opendoor.com/static-files/b720864a-b9b8-4286-a2f0-d35abb057f17,Post-IPO,$1900,United States,11/7/2024,OPEN
Akamai,Boston,250.0,2024-11-07,2%,Security,https://www.bizjournals.com/boston/news/2024/11/07/akamai-layoffs-2024.html,Post-IPO,$35,United States,11/7/2024,AKAM
iRobot,Boston,105.0,2024-11-06,16%,Consumer,https://techcrunch.com/2024/11/06/irobot-lays-off-another-105-employees/,Post-IPO,$30,United States,11/7/2024,IRBT
Avaya,Durham,,2024-11-06,,Other,https://www.uctoday.com/unified-communications/avaya-undergoes-another-round-of-layoffs/,Post-IPO,$700,United States,11/8/2024,None
Dropbox,SF Bay Area,527.0,2024-10-30,20%,Other,https://techcrunch.com/2024/10/30/dropbox-is-laying-off-20-of-its-staff/,Post-IPO,$1700,United States,10/30/2024,DBX
F5,Seattle,100.0,2024-10-29,2%,Security,https://www.geekwire.com/2024/f5-confirms-new-round-of-job-cuts-continuing-annual-pattern-of-workforce-reductions/,Post-IPO,,United States,10/29/2024,FFIV
Coursera,SF Bay Area,150.0,2024-10-25,10%,Education,https://www.classcentral.com/report/cousera-layoffs-2024/,Post-IPO,$458,United States,10/30/2024,COUR
Upwork,SF Bay Area,,2024-10-23,21%,Other,https://investors.upwork.com/news-releases/news-release-details/upwork-announces-organizational-changes-drive-continued,Post-IPO,$168,United States,10/23/2024,UPWK
Meta,SF Bay Area,,2024-10-16,,Consumer,https://www.theverge.com/2024/10/16/24272195/meta-layoffs-whatsapp-instagram-reality-labs,Post-IPO,$26000,United States,10/16/2024,META
AppLovin,SF Bay Area,58.0,2024-10-15,,Marketing,https://www.pocketgamer.biz/applovin-owned-adjust-lays-off-staff/,Post-IPO,$1600,United States,4/18/2025,APP
Nikola,Phoenix,130.0,2024-10-11,15%,Transportation,https://finance.yahoo.com/news/numbers-nikola-150000920.html,Post-IPO,$3300,United States,10/16/2024,NKLAQ
PubMatic,SF Bay Area,12.0,2024-10-07,1%,Marketing,https://www.businessinsider.com/adtech-company-pubmatic-layoffs-staff-reductions-2024-10,Post-IPO,$63,United States,10/7/2024,PUBM
Zapata Computing,Boston,,2024-10-07,100%,Other,https://ir.zapata.ai/node/7701/html,Post-IPO,$82,United States,10/14/2024,ZPTA
AppLovin,SF Bay Area,65.0,2024-10-03,,Marketing,https://www.pocketgamer.biz/applovin-owned-adjust-lays-off-staff/,Post-IPO,$1600,United States,4/18/2025,APP
Marin Software,SF Bay Area,27.0,2024-09-30,26%,Marketing,https://www.businesswire.com/news/home/20241031446878/en/Marin-Software-Announces-Third-Quarter-2024-Financial-Results,Post-IPO,$99,United States,4/16/2025,MRIN
F5,Seattle,,2024-09-24,,Security,https://www.geekwire.com/2024/f5-layoffs-impact-in-house-content-creation-employees/,Post-IPO,,United States,9/26/2024,FFIV
Olo,New York City,,2024-09-23,9%,Food,https://www.fsrmagazine.com/feature/olo-announces-layoffs-for-9-percent-of-staff/,Post-IPO,$184,United States,9/23/2024,OLO
Luminar,Orlando,,2024-09-20,15%,Transportation,https://www.luminartech.com/updates/a-message-from-founder-ceo-austin-russell,Post-IPO,$780,United States,9/23/2024,LAZR
IBM,New York City,,2024-09-18,,Hardware,https://www.theregister.com/2024/09/18/ibm_job_cuts/,Post-IPO,,United States,9/20/2024,IBM
Microsoft,Seattle,650.0,2024-09-12,,Other,https://www.ign.com/articles/microsoft-lays-off-another-650-staff-from-its-video-game-workforce-xbox-boss-phil-spencer-sends-memo-to-staff,Post-IPO,$1,United States,9/12/2024,MSFT
Udemy,SF Bay Area,280.0,2024-09-11,,Education,https://investors.udemy.com/static-files/98f10e29-29a6-4b13-bfcc-79ee29c14a02,Post-IPO,$311,United States,9/17/2024,UDMY
Mobileye,"Jerusalem,Non-U.S.",100.0,2024-09-09,,Transportation,https://www.calcalistech.com/ctechnews/article/bj11rpdhh0,Post-IPO,$2100,Israel,9/23/2024,MBLY
Lyft,SF Bay Area,30.0,2024-09-04,1%,Transportation,https://www.cnbc.com/2024/09/04/lyft-layoffs.html,Post-IPO,$4900,United States,9/4/2024,LYFT
Apple,SF Bay Area,100.0,2024-08-27,,Hardware,https://www.bloomberg.com/news/articles/2024-08-28/apple-cuts-about-100-services-jobs-as-part-of-priority-shift,Post-IPO,$1200,United States,8/28/2024,AAPL
IBM,"Beijing,Non-U.S.",1000.0,2024-08-26,,Hardware,https://www.reuters.com/technology/ibm-close-china-rd-department-affecting-over-1000-jobs-yicai-reports-2024-08-26/,Post-IPO,,China,8/28/2024,IBM
Velo3D,SF Bay Area,42.0,2024-08-26,,Manufacturing,https://www.siliconvalley.com/2024/08/19/economy-tech-jobs-layoff-south-bay-silicon-valley-biotech-internet/,Post-IPO,$305,United States,9/2/2024,VLDXW
Redfin,Seattle,82.0,2024-08-22,2%,Real Estate,https://www.seattletimes.com/business/real-estate/redfin-lays-off-dozens-amid-changes-to-agent-pay-sluggish-market/,Post-IPO,$320,United States,8/28/2024,RDFN
Five9,SF Bay Area,190.0,2024-08-20,7%,Support,https://www.crn.com/news/cloud/2024/five9-plans-7-percent-workforce-layoffs,Post-IPO,$862,United States,8/20/2024,FIVN
GoPro,SF Bay Area,139.0,2024-08-19,15%,Consumer,https://www.reuters.com/technology/gopro-cut-15-workforce-restructuring-push-2024-08-19/,Post-IPO,$288,United States,8/20/2024,GPRO
AppLovin,SF Bay Area,61.0,2024-08-15,,Marketing,https://www.siliconvalley.com/2024/08/19/economy-tech-jobs-layoff-south-bay-silicon-valley-biotech-internet/,Post-IPO,$1600,United States,9/2/2024,APP
Mister Spex,"Berlin,Non-U.S.",,2024-08-15,10%,Retail,https://www.businessinsider.de/gruenderszene/business/mister-spex-entlassungen-und-filialschliessungen/,Post-IPO,$158,Germany,8/15/2024,MRX.F
Sonos,Santa Barbara,100.0,2024-08-14,6%,Consumer,https://www.theverge.com/2024/8/14/24220357/sonos-layoffs-august-2024-app,Post-IPO,$455,United States,8/14/2024,SONO
Grail,SF Bay Area,350.0,2024-08-13,,Healthcare,https://www.sfgate.com/tech/article/grail-biotech-layoffs-menlo-park-19659668.php,Post-IPO,,United States,8/19/2024,GRAL
Cisco,SF Bay Area,5600.0,2024-08-09,7%,Infrastructure,https://techcrunch.com/2024/09/17/ciscos-second-layoff-of-2024-affect-thousands-of-employees/,Post-IPO,$2,United States,8/9/2024,CSCO
Fastly,SF Bay Area,,2024-08-08,11%,Infrastructure,https://seekingalpha.com/news/4137719-fastly-to-reduce-global-headcount-by-11,Post-IPO,$219,United States,8/8/2024,FSLY
Eventbrite,SF Bay Area,100.0,2024-08-07,11%,Consumer,https://www.marketwatch.com/story/eventbrite-to-about-100-jobs-reducing-headcount-by-11-a5daf94b,Post-IPO,$557,United States,8/8/2024,EB
LegalZoom,Los Angeles,,2024-08-07,15%,Legal,https://finance.yahoo.com/news/legalzoom-reports-second-quarter-2024-200100127.html,Post-IPO,$952,United States,8/8/2024,LZ
Teradata,San Diego,,2024-08-06,13%,Data,https://www.marketwatch.com/story/teradata-slides-13-after-2q-revenue-falls-guidance-cut-243b01c6,Post-IPO,,United States,8/7/2024,TDC
Infineon,"Munich,Non-U.S.",1400.0,2024-08-05,,Manufacturing,https://finance.yahoo.com/news/infineon-cut-1-400-jobs-125510481.html,Post-IPO,$1500,Germany,8/5/2024,IFX.DE
Dell,Austin,,2024-08-05,,Hardware,https://siliconangle.com/2024/08/05/dell-lays-off-thousands-workers-sales-reorganization/,Post-IPO,,United States,8/5/2024,DELL
Intel,SF Bay Area,15000.0,2024-08-01,15%,Hardware,https://www.intel.com/content/www/us/en/newsroom/news/actions-accelerate-our-progress.html#gs.cgq6eg,Post-IPO,$12,United States,8/1/2024,INTC
Avaya,Durham,180.0,2024-08-01,3%,Other,https://www.uctoday.com/unified-communications/avaya-layoffs-theyve-talked-the-talk-now-they-need-to-walk-the-walk/,Post-IPO,$700,United States,11/8/2024,None
Delivery Hero,"Berlin,Non-U.S.",200.0,2024-07-31,,Food,https://www.bloomberg.com/news/articles/2024-07-31/delivery-hero-to-combine-european-and-asian-businesses-cut-jobs,Post-IPO,$9900,Germany,8/6/2024,DHER.DE
Match Group,New York City,,2024-07-31,6%,Consumer,https://techcrunch.com/2024/07/31/match-group-ends-live-streaming-service-layoffs/,Post-IPO,,United States,8/1/2024,MTCH
NerdWallet,SF Bay Area,,2024-07-30,15%,Finance,https://www.marketwatch.com/amp/story/nerdwallet-to-cut-15-of-its-workforce-aa1db7c7,Post-IPO,$105,United States,7/31/2024,NRDS
SolarEdge,"Tel Aviv,Non-U.S.",400.0,2024-07-15,,Energy,https://www.reuters.com/business/energy/solaredge-technologies-lay-off-400-employees-2024-07-15/,Post-IPO,$155,Israel,7/16/2024,SEDG
Salesforce,SF Bay Area,300.0,2024-07-15,,Sales,https://www.bloomberg.com/news/articles/2024-07-15/salesforce-cuts-about-300-jobs-in-latest-sign-of-tech-austerity,Post-IPO,$65,United States,7/15/2024,CRM
Spotify,"Stockholm,Non-U.S.",40.0,2024-07-15,,Media,https://adage.com/article/digital-marketing-ad-tech-news/spotify-focus-smaller-clients-programmatic-ad-tech-includes-40-layoffs/2569771,Post-IPO,$2100,Sweden,7/16/2024,SPOT
Intuit,SF Bay Area,1800.0,2024-07-10,10%,Finance,https://www.bloomberg.com/news/articles/2024-07-10/intuit-to-cull-10-of-employees-in-latest-round-of-tech-layoffs,Post-IPO,$18,United States,7/10/2024,ISRG
UIPath,New York City,420.0,2024-07-09,10%,Other,https://www.cnbc.com/2024/07/09/uipath-layoffs-company-to-cut-10percent-of-workforce.html,Post-IPO,$2000,United States,7/9/2024,PATH
OpenText,"Waterloo,Non-U.S.",1200.0,2024-07-03,2%,Data,https://www.marketwatch.com/story/open-text-to-cut-1-200-jobs-as-part-of-cost-saving-plan-cef1f9a0,Post-IPO,$1100,Canada,7/3/2024,None
Microsoft,Seattle,,2024-07-03,,Other,https://www.geekwire.com/2024/microsoft-lays-off-employees-in-new-round-of-cuts/,Post-IPO,$1,United States,7/7/2024,MSFT
Cint,"Stockholm,Non-U.S.",,2024-07-01,,Data,https://investors.cint.com/en/press/organizational-changes-cint-group-2248206,Post-IPO,$17,Sweden,7/2/2024,CINT
Planet,SF Bay Area,180.0,2024-06-26,17%,Aerospace,https://spacenews.com/planet-lays-off-17-of-workforce/,Post-IPO,$574,United States,6/28/2024,PL
eBay,"Tel Aviv,Non-U.S.",,2024-06-26,,Retail,https://www.calcalistech.com/ctechnews/article/rysmrkfua,Post-IPO,$1200,Israel,6/28/2024,EBAY
Perion,"Tel Aviv,Non-U.S.",35.0,2024-06-25,5%,Marketing,https://en.globes.co.il/en/article-perion-network-lays-off-20-transfers-us-activities-to-israel-1001420801,Post-IPO,$76,Israel,6/26/2024,PERI
Ginkgo Bioworks,Boston,,2024-06-24,,Healthcare,https://www.biospace.com/article/biospace-layoff-tracker-2023-athenex-shutters-facility-cuts-staff/,Post-IPO,$1600,United States,6/18/2024,DNA
Ginkgo Bioworks,Boston,400.0,2024-06-20,35%,Healthcare,https://www.bostonglobe.com/2024/06/25/business/gingko-jason-kelly-mit-securities-and-exchange-commission-covid-biosecurity/,Post-IPO,$1600,United States,6/23/2024,DNA
Wex,Portland,375.0,2024-06-18,5%,Finance,https://www.pressherald.com/2024/06/18/wex-is-laying-off-375-employees-worldwide/,Post-IPO,$400,United States,6/23/2024,WEX
PayPal,SF Bay Area,85.0,2024-06-18,,Finance,https://www.irishexaminer.com/business/companies/arid-41418832.html,Post-IPO,$216,Ireland,6/23/2024,PYPL
Fisker,Los Angeles,,2024-06-18,100%,Transportation,https://www.wsj.com/business/autos/electric-vehicle-startup-fisker-files-for-bankruptcy-0a3eb7d6,Post-IPO,$1700,United States,6/18/2024,None
Chegg,SF Bay Area,441.0,2024-06-17,23%,Education,https://www.businesswire.com/news/home/20240617323391/en/Chegg-Announces-Restructuring-Plan-and-New-Vision-for-Growth,Post-IPO,$227,United States,6/18/2024,CHGG
Satellogic,"Montevideo,Non-U.S.",70.0,2024-06-14,30%,Aerospace,https://spacenews.com/satellogic-announces-new-round-of-layoffs/,Post-IPO,$424,Uruguay,6/18/2024,SATL
Medtronic,SF Bay Area,,2024-06-13,,Healthcare,https://www.massdevice.com/medtronic-layoffs-global-confirmed/,Post-IPO,$5900,United States,6/14/2024,MDT
Pagaya,"Tel Aviv,Non-U.S.",100.0,2024-06-05,20%,Finance,https://www.calcalistech.com/ctechnews/article/h19floaec,Post-IPO,$2000,Israel,6/5/2024,PGY
Yext,New York City,,2024-06-05,12%,Marketing,https://www.investing.com/news/economy-news/yext-announces-12-workforce-reduction-to-boost-profitability-93CH-3471417,Post-IPO,$117,United States,6/5/2024,YEXT
Microsoft,Seattle,1000.0,2024-06-03,,Other,https://www.theverge.com/2024/6/3/24170902/microsoft-hololens-2-mixed-reality-azure-layoffs,Post-IPO,$1,United States,6/3/2024,MSFT
Google,SF Bay Area,100.0,2024-05-31,,Consumer,https://www.businessinsider.com/google-cloud-layoffs-job-cuts-employees-globally-2024-5,Post-IPO,$26,United States,6/1/2024,GOOG
Fisker,Los Angeles,,2024-05-29,,Transportation,https://techcrunch.com/2024/05/29/fisker-layoffs-workers-restructuring-bankruptcy/,Post-IPO,$1700,United States,5/31/2024,None
Funding Circle,"London,Non-U.S.",,2024-05-29,,Finance,https://markets.ft.com/data/announce/detail?dockey=600-202405290435DGAP____UKPR_____UK_Regulatory_1913105-1,Post-IPO,$746,United Kingdom,6/3/2024,FCA.SG
Lucid Motors,SF Bay Area,400.0,2024-05-24,6%,Transportation,https://electrek.co/2024/05/24/lucid-lcid-cuts-us-workforce-by-6-ahead-gravity-ev-launch/,Post-IPO,$8300,United States,5/24/2024,None
Satellogic,"Montevideo,Non-U.S.",34.0,2024-05-24,13%,Aerospace,https://spacenews.com/satellogic-lays-off-13-of-workforce/,Post-IPO,$424,Uruguay,6/18/2024,SATL
Cue Health,San Diego,180.0,2024-05-22,100%,Healthcare,https://www.fiercebiotech.com/medtech/home-covid-testmaker-cue-health-shut-down-operations-lay-staff-report,Post-IPO,$899,United States,5/22/2024,HLTHQ
Rivian,Los Angeles,120.0,2024-05-10,,Transportation,https://www.sfchronicle.com/tech/article/tech-layoffs-google-rivian-19451076.php,Post-IPO,$10700,United States,5/11/2024,RIVN
Google,SF Bay Area,57.0,2024-05-10,,Consumer,https://www.sfchronicle.com/tech/article/tech-layoffs-google-rivian-19451076.php,Post-IPO,$26,United States,5/11/2024,GOOG
Vacasa,Portland,800.0,2024-05-09,13%,Travel,https://skift.com/2024/05/09/vacasa-told-employees-about-layoffs-restructuring-and-leadership-changes/,Post-IPO,$834,United States,5/9/2024,VCSA
Kinaxis,"Ottawa,Non-U.S.",,2024-05-08,6%,Other,https://investors.kinaxis.com/news-releases/news-release-details/2024/Kinaxis-Inc.-Reports-First-Quarter-2024-Results/default.aspx,Post-IPO,$79,Canada,5/22/2024,KXS.TO
